Authors,Title,Year,Source,,
"Denk, C; Torres, E.H; Mackay, A; Rauscher, A.",The influence of white matter fibre orientation on MR signal phase and decay,2011,NMR in Biomedicine,,
"Inci, E; Kilickesmez, O; Hocaoglu, E; Aydin, S; Bayramoglu, S; Cimilli, T.",Utility of diffusion-weighted imaging in the diagnosis of acute appendicitis,2011,European Radiology,,
"Fujimori, J; Tatewaki, Y; Shimizu, H; Kimura, I; Hisanaga, K.",Degeneration of ponto-cerebellar tract visualized by diffusion tensor imaging in multiple system atrophy,2011,Clinical Neurology,,
"Toldo, I; Cecchin, D; Sartori, S; Calderone, M; Mardari, R; Cattelan, F; Laverda, A.M; Drigo, P; Battistella, P.A.",Multimodal neuroimaging in a child with sporadic hemiplegic migraine: A contribution to understanding pathogenesis,2011,Cephalalgia,,
"Luby, M; Ku, K.D; Latour, L.L; Merino, J.G; Hsia, A.W; Lynch, J.K; Warach, S.",Visual perfusion-diffusion mismatch is equivalent to quantitative mismatch,2011,Stroke,,
"Chappelow, J; Bloch, B.N; Rofsky, N; Genega, E; Lenkinski, R; Dewolf, W; Madabhushi, A.",Elastic registration of multimodal prostate MRI and histology via multiattribute combined mutual information,2011,Medical Physics,,
"Cakir, B; Teksam, M; Kosehan, D; Akin, K; Koktener, A.",Inborn Errors of Metabolism Presenting in Childhood,2011,Journal of Neuroimaging,,
"Bruno, M.-A; Gosseries, O; Ledoux, D; Hustinx, R; Laureys, S.",Assessment of consciousness with electrophysiological and neurological imaging techniques,2011,Current Opinion in Critical Care,,
"Zhu, Y.-C; Dufouil, C; Tzourio, C; Chabriat, H.",Silent brain infarcts: A review of MRI diagnostic criteria,2011,Stroke,,
"Roh, J.E; Lee, S.Y; Cha, S.-H; Cho, B.S; Jeon, M.H; Kang, M.H.",Sequential magnetic resonance imaging finding of intramedullary spinal cord abscess including diffusion weighted image: A Case Report,2011,Korean Journal of Radiology,,
"Auyeung, M; Tsoi, T.H; Cheung, C.M; Fong, D.Y.T; Li, R; Chan, J.K.W; Lau, K.Y.",Association of diffusion weighted imaging abnormalities and recurrence in transient global amnesia,2011,Journal of Clinical Neuroscience,,
"Ljungqvist, J; Nilsson, D; Ljungberg, M; S’_rbo, A; Esbj’_rnsson, E; Eriksson-Ritz’©n, C; Skoglund, T.",Longitudinal study of the diffusion tensor imaging properties of the corpus callosum in acute and chronic diffuse axonal injury,2011,Brain Injury,,
"Bernardi, B; Pini, A; Santucci, M; Cenacchi, C; Garavaglia, B; Ucchino, V; Garrone, C; Guerra, A; Faggioli, R; Barzaghi, C; Preda, P; Franzoni, E; Gobbi, G; Parmeggiani, A.","MRI findings in patients with clinical onset consistent with Infantile Neuroaxonal Dystrophy (INAD), literature review, clinical and MRI follow-up",2011,Neuroradiology Journal,,
"Punwani, S.",Diffusion weighted imaging of female pelvic cancers: Concepts and clinical applications,2011,European Journal of Radiology,,
"Li, M; Li, J; He, H; Wang, Z; Lv, B; Li, W; Hailla, N; Yan, F; Xian, J; Ai, L.",Directional diffusivity changes in the optic nerve and optic radiation in optic neuritis,2011,British Journal of Radiology,,
"DeSouza, N.M; Sala, E.",Imaging: Standardizing the use of functional MRI in prostate cancer,2011,Nature Reviews Urology,,
"Kiriyama, T; Kataoka, H; Taoka, T; Tonomura, Y; Terashima, M; Morikawa, M; Tanizawa, E; Kawahara, M; Furiya, Y; Sugie, K; Kichikawa, K; Ueno, S.",Characteristic Neuroimaging in Patients with Tumefactive Demyelinating Lesions Exceeding 30 mm,2011,Journal of Neuroimaging,,
"Gerber, S; Ollivier, L; Ala-Eddine, C; Neuenschwander, S.",Brain metastasis of breast cancer; imaging evaluation | M’©tastases c’©r’©brales et m’©ning’©es des cancers du sein. ’_valuation radiologique: Entretiens du DOM de l'Institut Curie 17 mars 2010,2011,Bulletin du Cancer,,
"Vivier, P.-H; Dolores, M; Le Cloirec, J; Beurdeley, M; Liard, A; Elbaz, F; Roset, J.-B; Dacher, J.-N.",Imaging evaluation of renal function: Principles and limitations | Mesure de la performance r’©nale en imagerie: Principes et limites,2011,Journal de Radiologie,,
"Spiotta, A.M; Bhalla, T; Hussain, M.S; Sivapatham, T; Batra, A; Hui, F; Rasmussen, P.A; Moskowitz, S.I.",An analysis of inflation times during balloon-assisted aneurysm coil embolization and ischemic complications,2011,Stroke,,
"Yamada, K; Yoshimura, S; Kawasaki, M; Enomoto, Y; Asano, T; Hara, A; Minatoguchi, S; Iwama, T.",Embolic complications after carotid artery stenting or carotid endarterectomy are associated with tissue characteristics of carotid plaques evaluated by magnetic resonance imaging,2011,Atherosclerosis,,
"Yanagawa, Y; Sakamoto, T.",Significance of minor traumatic lesions in focal head injuries,2011,Journal of Clinical Neuroscience,,
"Bora, E; Fornito, A; Radua, J; Walterfang, M; Seal, M; Wood, S.J; Y’_cel, M; Velakoulis, D; Pantelis, C.",Neuroanatomical abnormalities in schizophrenia: A multimodal voxelwise meta-analysis and meta-regression analysis,2011,Schizophrenia Research,,
"Wang, Y.-N; Shi, G.-F; Du, Y.",Preoperative staging of colorectal carcinoma: Comparison of MSCT and MRI,2011,Chinese Journal of Medical Imaging Technology,,
"Anzai, Y; Minoshima, S.",Imaging of traumatic brain injury: Current and future,2011,Imaging in Medicine,,
"AribaÅ™, B.K; Arda, K; Yolo‰_lu, Z; ’öileda‰_, N; AktaÅ™, E; ’_zdemir, S; Do‰_an, K; Fen, T; Da‰_li, M.",Imaging findings and clinical features of patients with multiple myeloma with the prognostic effect of bone marrow focal and diffuse infiltration patterns on spine MRI,2011,Minerva Medica,,
"Pinto, P.S; Taipa, R; Moreira, B; Correia, C; Melo-Pires, M.",Acute hemorrhagic leukoencephalitis with severe brainstem and spinal cord involvement: MRI features with neuropathological confirmation,2011,Journal of Magnetic Resonance Imaging,,
"Gokcay, F; Arsava, E.M; Baykaner, T; Vangel, M; Garg, P; Wu, O; Singhal, A.B; Furie, K.L; Sorensen, A.G; Ay, H.",Age-dependent susceptibility to infarct growth in women,2011,Stroke,,
"Ishige, N; Numata, T; Shibuya, M; Tanno, H; Ozaki, H; Fuse, Y.",An early MRI change following reversible hypoxic brain injury: A case report,2011,Neuroradiology Journal,,
"Mizukami, Y; Ueda, S; Mizumoto, A; Sasada, T; Okumura, R; Kohno, S; Takabayashi, A.",Diffusion-weighted magnetic resonance imaging for detecting lymph node metastasis of rectal cancer,2011,World Journal of Surgery,,
"Stamelou, M; Knake, S; Oertel, W.H; H’_glinger, G.U.",Magnetic resonance imaging in progressive supranuclear palsy,2011,Journal of Neurology,,
"Liu, Z; Liu, X; Hui, L; Zhao, D; Wang, X; Xie, S; Xiao, J; Jiang, X.",The appearance of ADCs in the non-affected areas of the patients with MELAS,2011,Neuroradiology,,
"Kataoka, H; Izumi, T; Kinoshita, S; Kawahara, M; Sugie, K; Ueno, S.",Infarction Limited to Both Middle Cerebellar Peduncles,2011,Journal of Neuroimaging,,
"Grenier, N.",Imaging and renal failure: From inflammation to fibrosis | Imagerie et insuffisance r’©nale: De l'inflammation ’_ la fibrose,2011,Journal de Radiologie,,
"Fields, R.D.",Imaging learning: The search for a memory trace,2011,Neuroscientist,,
"Aime, S; Reineri, F.",Advances in bio-imaging: A survey from WWMR 2010,2011,Journal of Magnetic Resonance,,
"Ojeda, A; Nallino, M.B; Uriarte, A.M; Santa Cruz, D.",Stroke in young people: The increasing role of advanced imaging,2011,Neuroradiology Journal,,
"Hauser, T; Thomann, P.A; Stieltjes, B; Essig, M.","Mild cognitive impairment : Diagnostic value of different MR techniques | mild cognitive impairment"" : Diagnostische Wertigkeit verschiedener MR-Techniken""",2011,Radiologe,,
"Zhu, J.-G; Yang, Y.-F; Liu, F; Tang, J.-L; Shen, S.-T; Tian, J; Gu, S.-R; Wan, Q; Shi, Y.-P; Zhu, C.-H.",Combination of CT perfusion imaging and MR diffusion weight imaging in diagnosis of acute cerebral infarction,2011,Chinese Journal of Medical Imaging Technology,,
"Lama, S; Qiao, M; Kirton, A; Sun, S; Cheng, E; Foniok, T; Tuor, U.I.",Imaging Corticospinal Degeneration in Neonatal Rats with Unilateral Cerebral Infarction,2011,Experimental Neurology,,
"Kanai, R; Rees, G.",The structural basis of inter-individual differences in human behaviour and cognition,2011,Nature Reviews Neuroscience,,
"Burgmans, S; Gronenschild, E.H.B.M; Fandakova, Y; Shing, Y.L; van Boxtel, M.P.J; Vuurman, E.F.P.M; Uylings, H.B.M; Jolles, J; Raz, N.",Age differences in speed of processing are partially mediated by differences in axonal integrity,2011,NeuroImage,,
"Bivard, A; Spratt, N; Levi, C.R; Parsons, M.W.",Acute stroke thrombolysis: Time to dispense with the clock and move to tissue-based decision making?,2011,Expert Review of Cardiovascular Therapy,,
"Cihangiroglu, M; Citci, B; Kilickesmez, O; Firat, Z; Karlikaya, G; Ulu‰_, A.M; Bingol, C.A; Kovanlikaya, I.",The utility of high b-value DWI in evaluation of ischemic stroke at 3 T,2011,European Journal of Radiology,,
"Kim, S.J; Ryoo, S; Kim, G.-M; Chung, C.-S; Lee, K.H; Bang, O.Y.",Clinical and radiological outcomes after intracranial atherosclerotic stroke: A comprehensive approach comparing stroke subtypes,2011,Cerebrovascular Diseases,,
"Zhu, L; Wintermark, M; Saloner, D; Fandel, M; Pan, X.M; Rapp, J.H.",The distribution and size of ischemic lesions after carotid artery angioplasty and stenting: Evidence for microembolization to terminal arteries,2011,Journal of Vascular Surgery,,
"Gilbert, J.W.","Re: Xu N, Zhou W, Shuy L, Zhou G, Zhang N. Clinical and MRI characteristics of Levamisole-induced leukoencephalopathy in 16 patients. J Neuroimaging 2009;13:326-331.",2011,Journal of neuroimaging : official journal of the American Society of Neuroimaging,,
"Beitzke, M; Enzinger, C; Beitzke, D; Niederkorn, K; Offenbacher, H; Niederkorn-Duft, M; Fazekas, F.",Multimodality MRI and MRA for Decision Making in Minor Stroke: A Case with Internal Carotid and Distal Middle Cerebral Artery Occlusion,2011,Journal of Neuroimaging,,
"Del Grande, F; Carrino, J.A; Del Grande, M; Mammen, A.L; Stine, L.C.",Magnetic resonance imaging of inflammatory myopathies,2011,Topics in Magnetic Resonance Imaging,,
"Thakkar, R.S; Subhawong, T; Carrino, J.A; Chhabra, A.",Cartilage magnetic resonance imaging techniques at 3 t: Current status and future directions,2011,Topics in Magnetic Resonance Imaging,,
"Sundberg, L.M; Herrera, J.J; Narayana, P.A.",Effect of vascular endothelial growth factor treatment in experimental traumatic spinal cord injury: In vivo longitudinal assessment,2011,Journal of Neurotrauma,,
"Gracely, R.H; Ambrose, K.R.",Neuroimaging of fibromyalgia,2011,Best Practice and Research: Clinical Rheumatology,,
"Pinker, K; Bogner, W; Gruber, S; Brader, P; Trattnig, S; Karanikas, G; Helbich, T.H.",Molecular imaging in breast cancer - Potential future aspects,2011,Breast Care,,
"Tur, C; Khaleeli, Z; Ciccarelli, O; Altmann, D.R; Cercignani, M; Miller, D.H; Thompson, A.J.",Complementary roles of grey matter MTR and T2 lesions in predicting progression in early PPMS,2011,"Journal of Neurology, Neurosurgery and Psychiatry",,
"Turan, T.N; Bonilha, L; Morgan, P.S; Adams, R.J; Chimowitz, M.I.",Intraplaque Hemorrhage in Symptomatic Intracranial Atherosclerotic Disease,2011,Journal of Neuroimaging,,
"Rigolo, L; Stern, E; Deaver, P; Golby, A.J; Mukundan, S.",Development of a clinical functional magnetic resonance imaging service,2011,Neurosurgery Clinics of North America,,
"M’_ller, A; Remmele, S; Wenningmann, I; Clusmann, H; Tr’_ber, F; Flacke, S; K’_nig, R; Gieseke, J; Willinek, W.A; Schild, H.H; M’_rtz, P.",Analysing the response in R2* relaxation rate of intracranial tumours to hyperoxic and hypercapnic respiratory challenges: Initial results,2011,European Radiology,,
"Koga, T; Shin, M; Maruyama, K; Kurita, H; Kawamoto, S; Saito, N.","Contribution of technological progress, inter-operator difference and experience of operators in Gamma Knife radiosurgery for arteriovenous malformation",2011,Acta Neurochirurgica,,
"Ito, H; Mori, K; Sakata, M; Naito, E; Harada, M; Kagami, S.",Transient left temporal lobe lesion in Menkes disease may influence the generation of tonic spasms,2011,Brain and Development,,
"Smits, M; Wieberdink, R.G; Bakker, S.L.M; Dippel, D.W.J.",Functional Magnetic Resonance Imaging to Determine Hemispheric Language Dominance Prior to Carotid Endarterectomy,2011,Journal of Neuroimaging,,
"Sch’_nknecht, P; Sattler, C; Toro, P; Essig, M.",Symptoms and imaging diagnostics of neurodegenerative dementia | Klinik und bildgebende Diagnostik neurodegenerativer Demenzen,2011,Radiologe,,
"Garcia-Monco, J.C; Cortina, I.E; Ferreira, E; Mart’_nez, A; Ruiz, L; Cabrera, A; Beldarrain, M.G.",Reversible Splenial Lesion Syndrome (RESLES): What's in a Name?,2011,Journal of Neuroimaging,,
"De Souza, A.",Akinetic-rigid syndrome due to extrapontine and pontine myelinolysis following appropriate correction of hyponatraemia,2011,Journal of Clinical Neuroscience,,
"Cai, H.-X; Liu, C; Fan, S.-W.",Routinely using prophylactic antibiotic may not effectively prevent intervertebral disc infection: A new strategy to preventing postoperative intervertebral disc infection,2011,Medical Hypotheses,,
"Ruiz, L.A.J; De Barrita, P.F.J.C; Borges, P.C.",Hydraulic diffusivity of different concrete mixtures based on sorptivity and moisture concentration profiles | Difusividad hidr’çulica de diferentes tipos de concreto basada en sortividad y en perfiles de concentraci’_n de humedad,2011,Revista Tecnica de la Facultad de Ingenieria Universidad del Zulia,,
"Jung, Y; Samsonov, A.A; Bydder, M; Block, W.F.",Self-calibrated multiple-echo acquisition with radial trajectories using the conjugate gradient method (SMART-CG),2011,Journal of Magnetic Resonance Imaging,,
"Kim, B.-W; Kim, M.-S; Kim, S.-W; Chang, C.-H; Kim, O.-L.",Peritumoral brain edema in meningiomas: Correlation of radiologic and pathologic features,2011,Journal of Korean Neurosurgical Society,,
"Kang, S.H; Park, S.W.",Symptomatic post-discectomy pseudocyst after endoscopic lumbar discectomy,2011,Journal of Korean Neurosurgical Society,,
"Wang, R; Chen, J-J; Zhou, Y-C; Huang, M-M; Zhang, X-R; Miao, H-D.",Evaluation of diffusion-weighted magnetic resonance imaging and contrast-enhanced harmonic ultrasonography in detection and location of prostate transition-zone cancer,2011,Journal of International Medical Research,,
"Di Carlo, P; Trizzino, M; Titone, L; Capra, G; Colletti, P; Mazzola, G; Pistoia, D; Sarno, C.",Unusual MRI findings in an immunocompetent patient with EBV encephalitis: A case report,2011,BMC Medical Imaging,,
"Stigler, K.A; McDonald, B.C; Anand, A; Saykin, A.J; McDougle, C.J.",Structural and functional magnetic resonance imaging of autism spectrum disorders,2011,Brain Research,,
"Murphy, D.G.M; Beecham, J; Craig, M; Ecker, C.",Autism in adults. New biologicial findings and their translational implications to the cost of clinical services,2011,Brain Research,,
"Comstock, C.H; Kay, H.H.",Magnetic Resonance Imaging (MRI) and Positron Emission Tomography (PET) of the Placenta,2011,The Placenta: From Development to Disease,,
"Reid, A.W; Roditi, G.H.",Value of Computed Tomography and Magnetic Resonance Imaging,2011,"The Carotid and Supra-Aortic Trunks: Diagnosis, Angioplasty and Stenting: 2nd Edition",,
"Mars, R.B; Jbabdi, S; Sallet, J; O'Reilly, J.X; Croxson, P.L; Olivier, E; Noonan, M.P; Bergmann, C; Mitchell, A.S; Baxter, M.G; Behrens, T.E.J; Johansen-Berg, H; Tomassini, V; Miller, K.L; Rushworth, M.F.S.",Diffusion-weighted imaging tractography-based parcellation of the human parietal cortex and comparison with human and macaque resting-state functional connectivity,2011,Journal of Neuroscience,,
"Yoon, B; Shim, Y.-S; Hong, Y.-J; Koo, B.-B; Kim, Y.-D; Lee, K.-O; Yang, D.-W.",Comparison of diffusion tensor imaging and voxel-based morphometry to detect white matter damage in Alzheimer's disease,2011,Journal of the Neurological Sciences,,
"Bendtsen, M; B’_nger, C.E; Zou, X; Foldager, C; J’Ùrgensen, H.S.",Autologous stem cell therapy maintains vertebral blood flow and contrast diffusion through the endplate in experimental intervertebral disc degeneration,2011,Spine,,
"Underwood, C.K; Kurniawan, N.D; Butler, T.J; Cowin, G.J; Wallace, R.H.",Non-invasive diffusion tensor imaging detects white matter degeneration in the spinal cord of a mouse model of amyotrophic lateral sclerosis,2011,NeuroImage,,
"de Boer, R; Schaap, M; van der Lijn, F; Vrooman, H.A; de Groot, M; van der Lugt, A; Ikram, M.A; Vernooij, M.W; Breteler, M.M.B; Niessen, W.J.",Statistical analysis of minimum cost path based structural brain connectivity,2011,NeuroImage,,
"Thompson, D.K; Inder, T.E; Faggian, N; Johnston, L; Warfield, S.K; Anderson, P.J; Doyle, L.W; Egan, G.F.",Characterization of the corpus callosum in very preterm and full-term infants utilizing MRI,2011,NeuroImage,,
"Wang, Y; Shi, G; Du, Y.",Evaluation of MR-DWI in preoperative N-staging of colorectal carcinoma and its comparison with contrast helical CT,2011,Chinese Journal of Clinical Oncology,,
"Kleffner, I; Wersching, H; Schwindt, W; Kuhlmann, T; Keyvani, K; Deppe, M; Husstedt, I.","Triad of visual, auditory and corticospinal tract lesions: A new syndrome in a patient with HIV infection",2011,AIDS,,
"Farrar, C.T; Kamoun, W.S; Ley, C.D; Kim, Y.R; Catana, C; Kwon, S.J; Rosen, B.R; Jain, R.K; Sorensen, A.G.",Sensitivity of MRI tumor biomarkers to VEGFR inhibitor therapy in an orthotopic mouse glioma model,2011,PLoS ONE,,
"Kim, T; Momin, E; Choi, J; Yuan, K; Zaidi, H; Kim, J; Park, M; Lee, N; McMahon, M.T; Quinones-Hinojosa, A; Bulte, J.W.M; Hyeon, T; Gilad, A.A.",Mesoporous silica-coated hollow manganese oxide nanoparticles as positive T 1 contrast agents for labeling and MRI tracking of adipose-derived mesenchymal stem cells,2011,Journal of the American Chemical Society,,
"Pamir, M.N.",3 T ioMRI: the Istanbul experience.,2011,Acta neurochirurgica. Supplement,,
"Hall, W.A; Truwit, C.L.",Intraoperative magnetic resonance imaging.,2011,Acta neurochirurgica. Supplement,,
"K’_nig, R.W; Heinen, C.P; Antoniadis, G; Kapapa, T; Pedro, M.T; Gardill, A; Wirtz, C.R; Kretschmer, T; Schmidt, T.",Image guided aneurysm surgery in a BrainsuiteÎÂ ioMRI Miyabi 1.5 T environment.,2011,Acta neurochirurgica. Supplement,,
"Mehdorn, H.M; Schwartz, F; Dawirs, S; Hedderich, J; D’_rner, L; Nabavi, A.",High-field iMRI in glioblastoma surgery: improvement of resection radicality and survival for the patient?,2011,Acta neurochirurgica. Supplement,,
"Lawrie, S.M; Pantelis, C.",Structural Brain Imaging in Schizophrenia and Related Populations,2011,Schizophrenia: Third Edition,,
"Yang, F; Zhu, Y.M; Rapacchi, S; Luo, J.H; Robini, M; Croisille, P.",Interpolation of vector fields from human cardiac DT-MRI,2011,Physics in Medicine and Biology,,
"Jequier Gygax, M; Deonna, T; Maeder, P; Mayor-Dubois, C; Roulet-Perez, E.",Acute infantile encephalopathy predominantly affecting the frontal lobe (AIEF): A European case,2011,European Journal of Paediatric Neurology,,
"Geng, X; Ross, T.J; Gu, H; Shin, W; Zhan, W; Chao, Y.-P; Lin, C.-P; Schuff, N; Yang, Y.",Diffeomorphic image registration of diffusion MRI using spherical harmonics,2011,IEEE Transactions on Medical Imaging,,
"Mueller-Lisse, U.G; Mueller-Lisse, U.L; Zamecnik, P; Schlemmer, H.-P.W; Scherr, M.K.",Diffusion-weighted MRI of the prostate | Diffusionsgewichtete MRT der Prostata,2011,Radiologe,,
"Quarles Van Ufford, H.M.E; Kwee, T.C; Beek, F.J; Van Leeuwen, M.S; Takahara, T; Fijnheer, R; Nievelstein, R.A.J; De Klerk, J.M.H.","Newly diagnosed lymphoma: Initial results with whole-body T1-weighted, STIR, and diffusion-weighted MRI compared with 18F-FDG PET/CT",2011,American Journal of Roentgenology,,
"Hernando, D; Karampinos, D.C; King, K.F; Haldar, J.P; Majumdar, S; Georgiadis, J.G; Liang, Z.-P.",Removal of olefinic fat chemical shift artifact in diffusion MRI,2011,Magnetic Resonance in Medicine,,
"Li, T.-Q; Wahlund, L.-O.",The search for neuroimaging biomarkers of Alzheimer's disease with advanced MRI techniques,2011,Acta Radiologica,,
"Laun, F.B; Fritzsche, K.H; Kuder, T.A; Stieltjes, B.",Introduction to the basic principles and techniques of diffusion-weighted imaging | Einf’_hrung in die Grundlagen und Techniken der Diffusionsbildgebung,2011,Radiologe,,
"Ellingson, B.M; Malkin, M.G; Rand, S.D; LaViolette, P.S; Connelly, J.M; Mueller, W.M; Schmainda, K.M.",Volumetric analysis of functional diffusion maps is a predictive imaging biomarker for cytotoxic and anti-angiogenic treatments in malignant gliomas,2011,Journal of Neuro-Oncology,,
"Oto, A; Kayhan, A; Williams, J.T.B; Fan, X; Yun, L; Arkani, S; Rubin, D.T.",Active Crohn's disease in the small bowel: Evaluation by diffusion weighted imaging and quantitative dynamic contrast enhanced MR imaging,2011,Journal of Magnetic Resonance Imaging,,
"Giles, S.L; Morgan, V.A; Riches, S.F; Thomas, K; Parker, C; DeSouza, N.M.",Apparent diffusion coefficient as a predictive biomarker of prostate cancer progression: Value of fast and slow diffusion components,2011,American Journal of Roentgenology,,
"Pannek, K; Mathias, J.L; Bigler, E.D; Brown, G; Taylor, J.D; Rose, S.E.",The average pathlength map: A diffusion MRI tractography-derived index for studying brain pathology,2011,NeuroImage,,
"Harish, S; Chiavaras, M.M; Kotnis, N; Rebello, R.",MR imaging of skeletal soft tissue infection: Utility of diffusion-weighted imaging in detecting abscess formation,2011,Skeletal Radiology,,
"Gouhar, G.K; Zidan, E.-S.H.",Diffusion-weighted imaging of breast tumors: Differentiation of benign and malignant tumors,2011,Egyptian Journal of Radiology and Nuclear Medicine,,
"Wang, W; Nguyen, N.M; Yablonskiy, D.A; Sukstanskii, A.L; Osmanagic, E; Atkinson, J.J; Conradi, M.S; Woods, J.C.",Imaging lung microstructure in mice with hyperpolarized 3He diffusion MRI,2011,Magnetic Resonance in Medicine,,
"Utsunomiya, H.",Diffusion MRI abnormalities in pediatric neurological disorders,2011,Brain and Development,,
"Lim, S.-Y; Ismail, I; Tai, S.M.-L; Kadir, K.A.A; Tan, L.-P; Chong, Y.-B; Shahrizaila, N.",Diffusion-weighted magnetic resonance imaging in a case of osmotic demyelination syndrome with fatal outcome,2011,Neurology Asia,,
"Rizzo, G; Tonon, C; Valentino, M.L; Manners, D; Fortuna, F; Gellera, C; Pini, A; Ghezzo, A; Baruzzi, A; Testa, C; Malucelli, E; Barbiroli, B; Carelli, V; Lodi, R.",Brain diffusion-weighted imaging in Friedreich's ataxia,2011,Movement Disorders,,
"Lim, J; Yu, J.-S; Hong, S.W; Chung, J.-J; Kim, J.H; Kim, K.W.",A case of mass-forming splenic tuberculosis: MRI findings with emphasis of diffusion-weighted imaging characteristics,2011,Journal of Korean Medical Science,,
"Charles-Edwards, E; Morgan, V; Attygalle, A.D; Giles, S.L; Ind, T.E; Davis, M; Shepherd, J; McWhinney, N; Desouza, N.M.",Endovaginal magnetic resonance imaging of stage 1A/1B cervical cancer with A T2- and diffusion-weighted magnetic resonance technique: Effect of lesion size and previous cone biopsy on tumor detectability,2011,Gynecologic Oncology,,
"Beddy, P; Rangarajan, R.D; Sala, E.",Role of MRI in intracavitary brachytherapy for cervical cancer: What the radiologist needs to know,2011,American Journal of Roentgenology,,
"Hecht, E.M; Do, R.K.G; Kang, S.K; Bennett, G.L; Babb, J.S; Clark, T.W.I.",Diffusion-weighted imaging for prediction of volumetric response of leiomyomas following uterine artery embolization: A preliminary study,2011,Journal of Magnetic Resonance Imaging,,
"Kovanlikaya, I; Firat, Z; Kovanlikaya, A; Ulu‰_, A.M; Cihangiroglu, M.M; John, M; Bingol, C.A; Ture, U.",Assessment of the corticospinal tract alterations before and after resection of brainstem lesions using Diffusion Tensor Imaging (DTI) and tractography at 3 T,2011,European Journal of Radiology,,
"Yamamura, J; Salomon, G; Buchert, R; Hohenstein, A; Graessner, J; Huland, H; Graefen, M; Adam, G; Wedegaertner, U.",Magnetic resonance imaging of prostate cancer: Diffusion-weighted imaging in comparison with sextant biopsy,2011,Journal of Computer Assisted Tomography,,
"Schmid-Tannwald, C; Reiser, M.F; Zech, C.J.",Diffusion-weighted magnetic resonance imaging of the abdomen | Diffusionsgewichtete Magnetresonanztomographie des Abdomens,2011,Radiologe,,
"Erdem, G; KarakaÅ™, H.M; IÅ™ik, B; Firat, A.K.",Advanced MRI findings in patients with breast hamartomas,2011,Diagnostic and Interventional Radiology,,
"Yasuhara, T; Tokunaga, K; Hishikawa, T; Ono, S; Miyoshi, Y; Sugiu, K; Date, I.",Posterior reversible encephalopathy syndrome,2011,Journal of Clinical Neuroscience,,
"Smith, L.J; Kurmis, A.P; Slavotinek, J.P; Fazzalari, N.L.",In vitro evaluation of a manganese chloride phantom-based MRI technique for quantitative determination of lumbar intervertebral disc composition and condition,2011,European Spine Journal,,
"Vora, N.A; Shook, S.J; Schumacher, H.C; Tievsky, A.L; Albers, G.W; Wechsler, L.R; Gupta, R.",A 5-item scale to predict stroke outcome after cortical middle cerebral artery territory infarction: Validation from results of the Diffusion and Perfusion Imaging Evaluation for Understanding Stroke Evolution (DEFUSE) study,2011,Stroke,,
"El Mogy, S.A; Mazroa, J.A; Ghaffar, M.A.E; El Mogy, M.S; El Mogy, I.S.",Evaluation of acquired cholesteatoma with PROPELLER diffusion imaging,2011,Egyptian Journal of Radiology and Nuclear Medicine,,
"Sinha, U; Sinha, S; Hodgson, J.A; Edgerton, R.V.",Human soleus muscle architecture at different ankle joint angles from magnetic resonance diffusion tensor imaging,2011,Journal of Applied Physiology,,
"Fornasa, F; Pinali, L; Gasparini, A; Toniolli, E; Montemezzi, S.",Diffusion-weighted magnetic resonance imaging in focal breast lesions: Analysis of 78 cases with pathological correlation | Risonanza magnetica in diffusione nella tipizzazione delle lesioni focali della mammella: Analisi di 78 casi sottoposti a controllo anatomopatologico,2011,Radiologia Medica,,
"Song, T; Chen, W.-J; Yang, B; Zhao, H.-P; Huang, J.-W; Cai, M.-J; Dong, T.-F; Li, T.-S.",Diffusion tensor imaging in the cervical spinal cord,2011,European Spine Journal,,
"El Kady, R.M; Choudhary, A.K; Tappouni, R.",Accuracy of apparent diffusion coefficient value measurement on PACS workstation: A comparative analysis,2011,American Journal of Roentgenology,,
"Ahn, S; Kim, W; Lee, Y.-S; Kim, W.Y; Lee, J.H; Oh, B.J; Lim, K.S.",Transient global amnesia: Seven years of experience with diffusion-weighted imaging in an emergency department,2011,European Neurology,,
"Morisaki, S; Kawai, Y; Umeda, M; Nishi, M; Oda, R; Fujiwara, H; Yamada, K; Higuchi, T; Tanaka, C; Kawata, M; Kubo, T.",In vivo assessment of peripheral nerve regeneration by diffusion tensor imaging,2011,Journal of Magnetic Resonance Imaging,,
"Loh, K.B; Rahmat, K; Lim, S.-Y; Ramli, N.",A Hot Cross Bun sign from diffusion tensor imaging and tractography perspective,2011,Neurology India,,
"Lee, K.-Y; Chen, C.-J; Peng, Y.-Y; Chen, Y.-W.",Reversible signal changes in MR diffusion-weighted imaging in a patient with status epilepticus,2011,Acta Neurologica Taiwanica,,
"Fischer, L; Koch, A; Schlegel, U; Koch, H.-C; Wenzel, R; Schr’_der, N; Thiel, E; Korfel, A.",Non-enhancing relapse of a primary CNS lymphoma with multiple diffusion-restricted lesions,2011,Journal of Neuro-Oncology,,
"Tabesh, A; Jensen, J.H; Ardekani, B.A; Helpern, J.A.",Estimation of tensors and tensor-derived measures in diffusional kurtosis imaging,2011,Magnetic Resonance in Medicine,,
"Tomassini, V; Jbabdi, S; Kincses, Z.T; Bosnell, R; Douaud, G; Pozzilli, C; Matthews, P.M; Johansen-Berg, H.",Structural and functional bases for individual differences in motor learning,2011,Human Brain Mapping,,
"Lei, S.-J; Shen, Y.-X; Lou, M.-W.",Progress in new MRI technology on Wallerian degeneration after stroke,2011,Chinese Journal of Medical Imaging Technology,,
