Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"Deutsch, G.K., Dougherty, R.F., Bammer, R., Siok, W.T., Gabrieli, J.D.E., Wandell, B.",Children's reading performance is correlated with white matter structure measured by diffusion tensor imaging,2005,Cortex,41,3,,354,363,,166,http://www.scopus.com/inward/record.url?eid=2-s2.0-17644382644&partnerID=40&md5=ba1ec8b072a4198dd0308a8c156268cc,Article,Scopus,2-s2.0-17644382644
"Suchan, B., Pickenhagen, A., Daum, I.",Effect of working memory on evaluation-related frontocentral negativity,2005,Behavioural Brain Research,160,2,,331,337,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-18044374940&partnerID=40&md5=c7a15e23122ecb72b78746086e6da42c,Article,Scopus,2-s2.0-18044374940
"Clark, R.E., Broadbent, N.J., Squire, L.R.",Impaired remote spatial memory after hippocampal lesions despite extensive training beginning early in life,2005,Hippocampus,15,3,,340,346,,63,http://www.scopus.com/inward/record.url?eid=2-s2.0-18744406994&partnerID=40&md5=4e33c5d88f2e226e222cbb4b130a9a64,Article,Scopus,2-s2.0-18744406994
"Tsao, J.W., Heilman, K.M., Krupp, L.B., Christodoulou, C., Melville, P., MacAllister, W.S., Scherl, W.F., Elkins, L.E.",Donepezil improved memory in multiple sclerosis in a randomized clinical trial [4] (multiple letters),2005,Neurology,64,10,,1823,,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-18844376661&partnerID=40&md5=ea4088e0d8121e85ce41fa76b355d614,Letter,Scopus,2-s2.0-18844376661
"Curtis, C.E., Sun, F.T., Miller, L.M., D'Esposito, M.",Coherence between fMRI time-series distinguishes two spatial working memory networks,2005,NeuroImage,26,1,,177,183,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-18044391465&partnerID=40&md5=d9a4c9e6b469111993fed782e420ed4e,Article,Scopus,2-s2.0-18044391465
"Venturella, R., Lessa, D., Luft, T., Roozendaal, B., Schwartsmann, G., Roesler, R.",Dexamethasone reverses the memory impairment induced by antagonism of hippocampal gastrin-releasing peptide receptors,2005,Peptides,26,5,,821,825,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244366150&partnerID=40&md5=380d3da85fb90defcc085d956ddd8076,Article,Scopus,2-s2.0-16244366150
"LaLumiere, R.T., Nawar, E.M., McGaugh, J.L.",Modulation of memory consolidation by the basolateral amygdala or nucleus accumbens shell requires concurrent dopamine receptor activation in both brain regions,2005,Learning and Memory,12,3,,296,301,,54,http://www.scopus.com/inward/record.url?eid=2-s2.0-21844442808&partnerID=40&md5=344f04dcb414432af2d1b03bb6b10df0,Article,Scopus,2-s2.0-21844442808
"Kalpouzos, G., Eustache, F., De La Sayette, V., Viader, F., ChÃ©telat, G., Desgranges, B.",Working memory and FDG-PET dissociate early and late onset Alzheimer disease patients,2005,Journal of Neurology,252,5,,548,558,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-20044377773&partnerID=40&md5=e7290622e976920f681f621474f3e290,Article,Scopus,2-s2.0-20044377773
"Levin, E.D., Petro, A., Beatty, A.",Olanzapine interactions with nicotine and mecamylamine in rats: Effects on memory function,2005,Neurotoxicology and Teratology,27,3,,459,464,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444413087&partnerID=40&md5=c6b645597d4598291c7af89eb62fc0c6,Conference Paper,Scopus,2-s2.0-20444413087
"Pereira, G.S., Rossato, J.I., Freitas Sarkis, J.J., Cammarota, M., Bonan, C.D., Izquierdo, I.",Activation of adenosine receptors in the posterior cingulate cortex impairs memory retrieval in the rat,2005,Neurobiology of Learning and Memory,83,3,,217,223,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-16844362138&partnerID=40&md5=117cf224e0ae398a889932947b989946,Article,Scopus,2-s2.0-16844362138
"Bevilaqua, L.R.M., Da Silva, W.N., Medina, J.H., Izquierdo, I., Cammarota, M.",Extinction and reacquisition of a fear-motivated memory require activity of the Src family of tyrosine kinases in the CA1 region of the hippocampus,2005,Pharmacology Biochemistry and Behavior,81,1,,139,145,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-19344365980&partnerID=40&md5=aaf695e3d35f4c1cf7b0a24046a9f222,Article,Scopus,2-s2.0-19344365980
"Meybodi, K.T., Zarch, A.V., Zarrindast, M.R., Djahanguiri, B.","Effects of ultra-low doses of morphine, naloxone and ethanol on morphine state-dependent memory of passive avoidance in mice",2005,Behavioural Pharmacology,16,3,,139,145,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-18844434931&partnerID=40&md5=9c37ab7820c8d95154d2577367f7ecd9,Article,Scopus,2-s2.0-18844434931
"Vicari, S., Bellucci, S., Carlesimo, G.A.",Visual and spatial long-term memory: Differential pattern of impairments in Williams and Down syndromes,2005,Developmental Medicine and Child Neurology,47,5,,305,311,,54,http://www.scopus.com/inward/record.url?eid=2-s2.0-18644372777&partnerID=40&md5=13a5d78a8482bccf0adfebb1618ce789,Article,Scopus,2-s2.0-18644372777
"Thermenos, H.W., Goldstein, J.M., Buka, S.L., Poldrack, R.A., Koch, J.K., Tsuang, M.T., Seidman, L.J.",The effect of working memory performance on functional MRI in schizophrenia,2005,Schizophrenia Research,74,3-Feb,,179,194,,61,http://www.scopus.com/inward/record.url?eid=2-s2.0-13844299198&partnerID=40&md5=f786ddad6db21379d90b91b3b6b1e84e,Article,Scopus,2-s2.0-13844299198
"Eichenbaum, H., Fortin, N.J., Ergorul, C., Wright, S.P., Agster, K.L.","Episodic recollection in animals: ""If it walks like a duck and quacks like a duck...""",2005,Learning and Motivation,36,2 SPEC. ISS.,,190,207,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-17844367387&partnerID=40&md5=714bf8b020ca2bc1f537776d90f347d1,Article,Scopus,2-s2.0-17844367387
"Simons, J.S., Lee, A.C.H., Graham, K.S., Verfaellie, M., Koutstaal, W., Hodges, J.R., Schacter, D.L., Budson, A.E.",Failing to get the gist: Reduced false recognition of semantic associates in semantic dementia,2005,Neuropsychology,19,3,,353,361,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-19444377310&partnerID=40&md5=0f590dddd86a6c2cc38035e17b52eb6d,Article,Scopus,2-s2.0-19444377310
"Habeck, C., Rakitin, B.C., Moeller, J., Scarmeas, N., Zarahn, E., Brown, T., Stern, Y.","An event-related fMRI study of the neural networks underlying the encoding, maintenance, and retrieval phase in a delayed-match-to-sample task",2005,Cognitive Brain Research,23,3-Feb,,207,220,,63,http://www.scopus.com/inward/record.url?eid=2-s2.0-16844383095&partnerID=40&md5=c6a22caa3f6abc27e0b8edb4a6ed4a6b,Article,Scopus,2-s2.0-16844383095
"Cutajar, M.C., Edwards, T.M., Ng, K.T.",Inhibition of endogenous carbon monoxide production induces transient retention losses in the day-old chick when trained using a single trial passive avoidance learning task,2005,Neurobiology of Learning and Memory,83,3,,243,250,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-16844377314&partnerID=40&md5=94cdca20510c0a07e71ab112b40c1937,Article,Scopus,2-s2.0-16844377314
"Grossman, M., Moore, P.",A longitudinal study of sentence comprehension difficulty in primary progressive aphasia,2005,"Journal of Neurology, Neurosurgery and Psychiatry",76,5,,644,649,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-17644373760&partnerID=40&md5=b254d7886bda012a747ca80d91689111,Article,Scopus,2-s2.0-17644373760
"Mitchell, J.P., Dodson, C.S., Schacter, D.L.",fMRI evidence for the role of recollection in suppressing misattribution errors: The illusory truth effect,2005,Journal of Cognitive Neuroscience,17,5,,800,810,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-18244401626&partnerID=40&md5=c2b7ca956d92a0609d920a0dbc9c5832,Article,Scopus,2-s2.0-18244401626
"Fritz, N., Glogau, S., Hoffmann, J., Rademacher, M., Elger, C.E., Helmstaedter, C.",Efficacy and cognitive side effects of tiagabine and topiramate in patients with epilepsy,2005,Epilepsy and Behavior,6,3,,373,381,,71,http://www.scopus.com/inward/record.url?eid=2-s2.0-16344367438&partnerID=40&md5=79684d3652c76635526830be90d1f0a1,Article,Scopus,2-s2.0-16344367438
"Schnyer, D.M., Nicholls, L., Verfaellie, M.",The role of VMPC in metamemorial judgments of content retrievability,2005,Journal of Cognitive Neuroscience,17,5,,832,846,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-18244404820&partnerID=40&md5=cc3d2a3f31a99140c8b9f1cc67ead58d,Article,Scopus,2-s2.0-18244404820
"Loring, D.W., Larrabee, G.J., Meador, K.J., Lee, G.P.",Dimensions of the Epilepsy Foundation Concerns Index,2005,Epilepsy and Behavior,6,3,,348,352,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-16344365704&partnerID=40&md5=ec01666233f53af407f7e3d177dd9095,Article,Scopus,2-s2.0-16344365704
"Daberkow, D.P., Kesner, R.P., Keefe, K.A.",Relation between methamphetamine-induced monoamine depletions in the striatum and sequential motor learning,2005,Pharmacology Biochemistry and Behavior,81,1,,198,204,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-19344378037&partnerID=40&md5=d59a958237594c0f821ae072a609db8b,Article,Scopus,2-s2.0-19344378037
"Taylor, K.I., Salmon, D.P., Monsch, A.U., Brugger, P.",Semantic and phonemic sequence effects in random word generation: A dissociation between Alzheimer's and Huntington's disease patients,2005,Journal of the International Neuropsychological Society,11,3,,303,310,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-20344370950&partnerID=40&md5=0972afa4c0a65e87f0f11d6c2a4ac03e,Article,Scopus,2-s2.0-20344370950
"Chamberlain, S.R., Blackwell, A.D., Fineberg, N.A., Robbins, T.W., Sahakian, B.J.",The neuropsychology of obsessive compulsive disorder: The importance of failures in cognitive and behavioural inhibition as candidate endophenotypic markers,2005,Neuroscience and Biobehavioral Reviews,29,3,,399,419,,291,http://www.scopus.com/inward/record.url?eid=2-s2.0-16844370542&partnerID=40&md5=97b6192a19a3e2efd6a81a9bde53f6cb,Review,Scopus,2-s2.0-16844370542
"Meyer-Lindenberg, A., Kohn, P.D., Kolachana, B., Kippenhan, S., McInerney-Leo, A., Nussbaum, R., Weinberger, D.R., Berman, K.F.",Midbrain dopamine and prefrontal function in humans: Interaction and modulation by COMT genotype,2005,Nature Neuroscience,8,5,,594,596,,227,http://www.scopus.com/inward/record.url?eid=2-s2.0-17844368319&partnerID=40&md5=bc2b5f568077594476bbaf89aa70ee71,Article,Scopus,2-s2.0-17844368319
"Ross, R.S., McGaughy, J., Eichenbaum, H.",Acetylcholine in the orbitofrontal cortex is necessary for the acquisition of a socially transmitted food preference,2005,Learning and Memory,12,3,,302,306,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-21844479548&partnerID=40&md5=e6a6b0bb4a5999049f5fa36c804ca99e,Article,Scopus,2-s2.0-21844479548
"Samson, D., Apperly, I.A., Kathirgamanathan, U., Humphreys, G.W.",Seeing it my way: A case of a selective deficit in inhibiting self-perspective,2005,Brain,128,5,,1102,1111,,99,http://www.scopus.com/inward/record.url?eid=2-s2.0-18744403043&partnerID=40&md5=bd9431f8efeb1bb1004d9ee3afadc102,Article,Scopus,2-s2.0-18744403043
"Migues, P.V., Johnston, A.N.B., Rose, S.P.R.",Sex differences in pregnenolone sulphate in the chick brain after training,2005,NeuroReport,16,6,,537,540,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-17844364177&partnerID=40&md5=99e4f024e6088dbfa5ca4f5fcd527a4d,Article,Scopus,2-s2.0-17844364177
"Clark, R.E., Broadbent, N.J., Squire, L.R.",Hippocampus and remote spatial memory in rats,2005,Hippocampus,15,2,,260,272,,97,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244368083&partnerID=40&md5=a63109c3c6f287803b8a73c7cc73abe7,Article,Scopus,2-s2.0-16244368083
"Koch, G., Brusa, L., Oliveri, M., Stanzione, P., Caltagirone, C.",Memory for time intervals is impaired in left hemi-Parkinson patients,2005,Neuropsychologia,43,8,,1163,1167,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244408911&partnerID=40&md5=51ce1f64978b42484122ba59ec901233,Article,Scopus,2-s2.0-16244408911
"Fernandes, M.A., Moscovitch, M., Ziegler, M., Grady, C.",Brain regions associated with successful and unsuccessful retrieval of verbal episodic memory as revealed by divided attention,2005,Neuropsychologia,43,8,,1115,1127,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244422295&partnerID=40&md5=162e69c582112445a0ae947afd6676af,Article,Scopus,2-s2.0-16244422295
"Holdstock, J.S., Mayes, A.R., Gong, Q.Y., Roberts, N., Kapur, N.",Item recognition is less impaired than recall and associative recognition in a patient with selective hippocampal damage,2005,Hippocampus,15,2,,203,215,,90,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244390245&partnerID=40&md5=f7c368ff87b001ee07dbb7ff69c9b385,Article,Scopus,2-s2.0-16244390245
"Bayley, P.J., Squire, L.R.",Failure to acquire new semantic knowledge in patients with large medial temporal lobe lesions,2005,Hippocampus,15,2,,273,280,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244413260&partnerID=40&md5=94e370ed9d5fb3494470a610f571e499,Article,Scopus,2-s2.0-16244413260
"Levin, E.D., Tizabi, Y., Rezvani, A.H., Caldwell, D.P., Petro, A., Getachew, B.",Chronic nicotine and dizocilpine effects on regionally specific nicotinic and NMDA glutamate receptor binding,2005,Brain Research,1041,2,,132,142,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-17044435847&partnerID=40&md5=81c92d614b660a2da6fad7dc4ce7a42c,Article,Scopus,2-s2.0-17044435847
"Toukhsati, S.R., Rickard, N.S., Perini, E., Ng, K.T., Gibbs, M.E.",Noradrenaline involvement in the memory-enhancing effects of exposure to a complex rhythm stimulus following discriminated passive avoidance training in the young chick,2005,Behavioural Brain Research,159,1,,105,111,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-15744362088&partnerID=40&md5=194890035a96a305df40af242d6281b6,Article,Scopus,2-s2.0-15744362088
"Thiel, A., Haupt, W.F., Habedank, B., Winhuisen, L., Herholz, K., Kessler, J., Markowitsch, H.-J., Heiss, W.-D.",Neuroimaging-guided rTMS of the left inferior frontal gyrus interferes with repetition priming,2005,NeuroImage,25,3,,815,823,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244418728&partnerID=40&md5=002d97b5d4b57d3aea75fe0a096f7b7e,Article,Scopus,2-s2.0-16244418728
"Fliessbach, K., Helmstaedter, C., Urbach, H., Althaus, A., Pels, H., Linnebank, M., Juergens, A., Glasmacher, A., Schmidt-Wolf, I.G., Klockgether, T., Schlegel, U.",Neuropsychological outcome after chemotherapy for primary CNS lymphoma: A prospective study,2005,Neurology,64,7,,1184,1188,,51,http://www.scopus.com/inward/record.url?eid=2-s2.0-20144387340&partnerID=40&md5=8c6ef883f5189c402d836d3d009563b4,Article,Scopus,2-s2.0-20144387340
"Marshall, L., MÃ¶lle, M., Siebner, H.R., Born, J.",Bifrontal transcranial direct current stimulation slows reaction time in a working memory task,2005,BMC Neuroscience,6,,23,,,,72,http://www.scopus.com/inward/record.url?eid=2-s2.0-26444485701&partnerID=40&md5=ac9bf8646ac6058a11d9b0b7008de724,Article,Scopus,2-s2.0-26444485701
"Cammarota, M., Bevilaqua, L.R.M., KÃ¶hler, C., Medina, J.H., Izquierdo, I.",Learning twice is different from learning once and from learning more,2005,Neuroscience,132,2,,273,279,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-15744400665&partnerID=40&md5=8e34560d2aeeb4ec297c896bb18de0a8,Article,Scopus,2-s2.0-15744400665
"Bodner, S.M., Berrettini, W., Van Deerlin, V., Bennett, D.A., Wilson, R.S., Trojanowski, J.Q., Arnold, S.E.",Genetic variation in the brain derived neurotrophic factor gene in Alzheimer's disease,2005,American Journal of Medical Genetics - Neuropsychiatric Genetics,134 B,1,,1,5,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-15744375051&partnerID=40&md5=9f380573d3689e5d8fd606edf35dfa72,Article,Scopus,2-s2.0-15744375051
"Piefke, M., Weiss, P.H., Markowitsch, H.J., Fink, G.R.",Gender differences in the functional neuroanatomy of emotional episodic autobiographical memory,2005,Human Brain Mapping,24,4,,313,324,,79,http://www.scopus.com/inward/record.url?eid=2-s2.0-16344386418&partnerID=40&md5=ac1f2d4a6d4b67ba3b25d6b6d7322eee,Article,Scopus,2-s2.0-16344386418
"Golby, A., Silverberg, G., Race, E., Gabrieli, S., O'Shea, J., Knierim, K., Stebbins, G., Gabrieli, J.",Memory encoding in Alzheimer's disease: An fMRI study of explicit and implicit memory,2005,Brain,128,4,,773,787,,104,http://www.scopus.com/inward/record.url?eid=2-s2.0-16844374815&partnerID=40&md5=fcfb51cf05b4b026c1ce3ab419e6d584,Article,Scopus,2-s2.0-16844374815
"Adolphs, R., Tranel, D., Buchanan, T.W.",Amygdala damage impairs emotional memory for gist but not details of complex stimuli,2005,Nature Neuroscience,8,4,,512,518,,116,http://www.scopus.com/inward/record.url?eid=2-s2.0-20044390614&partnerID=40&md5=29260067c38b396f29394d6969f5d524,Article,Scopus,2-s2.0-20044390614
"Soto, D., Heinke, D., Humphreys, G.W., Blanco, M.J.","Early, involuntary top-down guidance of attention from working memory",2005,Journal of Experimental Psychology: Human Perception and Performance,31,2,,248,261,,171,http://www.scopus.com/inward/record.url?eid=2-s2.0-17744375201&partnerID=40&md5=ee81a35368c1c67137636caa3184f253,Article,Scopus,2-s2.0-17744375201
"Paul, B.M., ElvevÃ¥g, B., Bokat, C.E., Weinberger, D.R., Goldberg, T.E.",Levels of processing effects on recognition memory in patients with schizophrenia,2005,Schizophrenia Research,74,1,,101,110,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-13444278761&partnerID=40&md5=8a85ce9b3443c8fd24a2860d15204ca1,Article,Scopus,2-s2.0-13444278761
"Ranganath, C., D'Esposito, M.","Directing the mind's eye: Prefrontal, inferior and medial temporal mechanisms for visual working memory",2005,Current Opinion in Neurobiology,15,2,,175,182,,121,http://www.scopus.com/inward/record.url?eid=2-s2.0-20544465451&partnerID=40&md5=6c51a2e91e27237b7159d297b2ddbfdb,Review,Scopus,2-s2.0-20544465451
"Vallar, G., Markowitsch, H.J., Kopelman, M., Miceli, G., Papagno, C.",The neuropsychology of human memory.,2005,"Neurocase : case studies in neuropsychology, neuropsychiatry, and behavioural neurology",11,2,,151,153,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-23244457964&partnerID=40&md5=ef754d57198b2da28e87b50c339b6592,Article,Scopus,2-s2.0-23244457964
"Garrard, P., Lambon Ralph, M.A., Patterson, K., Pratt, K.H., Hodges, J.R.",Semantic feature knowledge and picture naming in dementia of Alzheimer's type: A new approach,2005,Brain and Language,93,1,,79,94,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-14844334950&partnerID=40&md5=356e7404245a346897b571a487466e14,Article,Scopus,2-s2.0-14844334950
"Rombouts, S., Scheltens, P.",Functional connectivity in elderly controls and AD patients using resting state fMRI: A pilot study,2005,Current Alzheimer Research,2,2,,115,116,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-20844437437&partnerID=40&md5=f8d1bed54d23a9048c8e46cf243867c2,Conference Paper,Scopus,2-s2.0-20844437437
"Levin, E.D.",Extracellular superoxide dismutase (EC-SOD) quenches free radicals and attenuates age-related cognitive decline: Opportunities for novel drug development in aging,2005,Current Alzheimer Research,2,2,,191,196,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-20844449724&partnerID=40&md5=daefe331da4ff51839b02a41648df3a6,Conference Paper,Scopus,2-s2.0-20844449724
"GimÃ©nez, M., JunquÃ©, C., Vendrell, P., CaldÃº, X., Narberhaus, A., BargallÃ_, N., FalcÃ_n, C., Botet, F., Mercader, J.M.",Hippocampal functional magnetic resonance imaging during a face-name learning task in adolescents with antecedents of prematurity,2005,NeuroImage,25,2,,561,569,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-15244345572&partnerID=40&md5=0f527ccc833381a3a7e272ed7c49df2b,Article,Scopus,2-s2.0-15244345572
"Stern, Y., Habeck, C., Moeller, J., Scarmeas, N., Anderson, K.E., Hilton, H.J., Flynn, J., Sackeim, H., Van Heertum, R.",Brain networks associated with cognitive reserve in healthy young and old adults,2005,Cerebral Cortex,15,4,,394,402,,152,http://www.scopus.com/inward/record.url?eid=2-s2.0-15244364038&partnerID=40&md5=79b1b683a857c3877c8b6cd54645cf88,Article,Scopus,2-s2.0-15244364038
"Dietl, T., Trautner, P., Staedtgen, M., Vannuchi, M., Mecklinger, A., Grunwald, T., Clusmann, H., Elger, C.E., Kurthen, M.",Processing of famous faces and medial temporal lobe event-related potentials: A depth electrode study,2005,NeuroImage,25,2,,401,407,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-15244361717&partnerID=40&md5=34af94235eda4b5feb5e1c43bbd18cfc,Article,Scopus,2-s2.0-15244361717
"Marini, A., Carlomagno, S., Caltagirone, C., Nocentini, U.",The role played by the right hemisphere in the organization of complex textual structures,2005,Brain and Language,93,1,,46,54,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-14844302691&partnerID=40&md5=940d04195a899a6a9fc6255f5dcddc31,Article,Scopus,2-s2.0-14844302691
"Voglmaier, M.M., Seidman, L.J., Niznikiewicz, M.A., Dickey, C.C., Shenton, M.E., McCarley, R.W.",A comparative profile analysis of neuropsychological function in men and women with schizotypal personality disorder,2005,Schizophrenia Research,74,1,,43,49,,36,http://www.scopus.com/inward/record.url?eid=2-s2.0-13444257635&partnerID=40&md5=7633bf17fc96e20c002f1d40aa143a13,Article,Scopus,2-s2.0-13444257635
"Castriota-Scanderbeg, A., Hagberg, G.E., Cerasa, A., Committeri, G., Galati, G., Patria, F., Pitzalis, S., Caltagirone, C., Frackowiak, R.",The appreciation of wine by sommeliers: A functional magnetic resonance study of sensory integration,2005,NeuroImage,25,2,,570,578,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-15244356070&partnerID=40&md5=f674e7e1d0e1ce37521003e62a4f254a,Article,Scopus,2-s2.0-15244356070
"Winocur, G., Moscovitch, M., Fogel, S., Rosenbaum, R.S., Sekeres, M.",Erratum: Preserved spatial memory after hippocampal lesions: Effects of extensive experience in a complex environment (Nature Neuroscience (2005) 8 (273-275)),2005,Nature Neuroscience,8,4,,534,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-23344449633&partnerID=40&md5=17dffa3396e127ad4ce9aa2b428d1bc4,Erratum,Scopus,2-s2.0-23344449633
"Daum, I., Schubotz, R., MÃ_nte, T.F., Herrmann, M.",Different windows on executive functions.,2005,"Neurocase : case studies in neuropsychology, neuropsychiatry, and behavioural neurology",11,2,,154,155,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-23244460400&partnerID=40&md5=eafcdef543ae7783ca63dda3cf74425f,Article,Scopus,2-s2.0-23244460400
"Rosburg, T., Trautner, P., Dietl, T., Korzyukov, O.A., Boutros, N.N., Schaller, C., Elger, C.E., Kurthen, M.",Subdural recordings of the mismatch negativity (MMN) in patients with focal epilepsy,2005,Brain,128,4,,819,828,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-16844382600&partnerID=40&md5=dcac54c7d1e5b099a51b1eb6430d1cf7,Article,Scopus,2-s2.0-16844382600
"Kellenbach, M.L., Hovius, M., Patterson, K.",A pet study of visual and semantic knowledge about objects,2005,Cortex,41,2,,121,132,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-13244281617&partnerID=40&md5=afa37245d5148d80ca4b87228d554b77,Article,Scopus,2-s2.0-13244281617
"Barkataki, I., Kumari, V., Das, M., Hill, M., Morris, R., O'Connell, P., Taylor, P., Sharma, T.",A neuropsychological investigation into violence and mental illness,2005,Schizophrenia Research,74,1,,1,13,,46,http://www.scopus.com/inward/record.url?eid=2-s2.0-13444301188&partnerID=40&md5=dd71646077495b5aee48f3b7fa8f62d0,Article,Scopus,2-s2.0-13444301188
"Uekermann, J., Daum, I., Schlebusch, P., Trenckmann, U.",Processing of affective stimuli in alcoholism,2005,Cortex,41,2,,189,194,,44,http://www.scopus.com/inward/record.url?eid=2-s2.0-13244271970&partnerID=40&md5=193ab8f3ff9e792055043ae938b83221,Article,Scopus,2-s2.0-13244271970
"Peleg-Raibstein, D., Pezze, M.A., Ferger, B., Zhang, W.-N., Murphy, C.A., Feldon, J., Bast, T.",Activation of dopaminergic neurotransmission in the medial prefrontal cortex by N-methyl-D-aspartate stimulation of the ventral hippocampus in rats,2005,Neuroscience,132,1,,219,232,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-15044342008&partnerID=40&md5=4fab507b62d6c00e2275aa0db62ffa39,Article,Scopus,2-s2.0-15044342008
"Buchanan, T.W., Tranel, D., Adolphs, R.",Emotional autobiographical memories in amnesic patients with medial temporal lobe damage,2005,Journal of Neuroscience,25,12,,3151,3160,,40,http://www.scopus.com/inward/record.url?eid=2-s2.0-16244390194&partnerID=40&md5=5eb919541e0c92e15cf7fb625714f690,Article,Scopus,2-s2.0-16244390194
"Rosenbaum, R.S., KÃ¶hler, S., Schacter, D.L., Moscovitch, M., Westmacott, R., Black, S.E., Gao, F., Tulving, E.",The case of K.C.: Contributions of a memory-impaired person to memory theory,2005,Neuropsychologia,43,7,,989,1021,,112,http://www.scopus.com/inward/record.url?eid=2-s2.0-14844333243&partnerID=40&md5=5e2470443b8c8f6d3894bfa8c3fc6072,Review,Scopus,2-s2.0-14844333243
"Sarazin, M., Stern, Y., Berr, C., Riba, A., Albert, M., Brandt, J., Dubois, B.",Neuropsychological predictors of dependency in patients with Alzheimer disease,2005,Neurology,64,6,,1027,1031,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-15244362927&partnerID=40&md5=e399f912f007ae617d46c42ee1b66c42,Article,Scopus,2-s2.0-15244362927
"Woodruff, C.C., Johnson, J.D., Uncapher, M.R., Rugg, M.D.",Content-specificity of the neural correlates of recollection,2005,Neuropsychologia,43,7,,1022,1032,,91,http://www.scopus.com/inward/record.url?eid=2-s2.0-14844286973&partnerID=40&md5=3dcbe4f1737026d60656ee6ffe38ef27,Article,Scopus,2-s2.0-14844286973
"Gold, J.J., Squire, L.R.",Quantifying medial temporal lobe damage in memory-impaired patients,2005,Hippocampus,15,1,,79,85,,57,http://www.scopus.com/inward/record.url?eid=2-s2.0-13444269847&partnerID=40&md5=737544a3c40cc19bc87b419ce2968325,Article,Scopus,2-s2.0-13444269847
"Kuhlmann, S., Piel, M., Wolf, O.T.",Impaired memory retrieval after psychosocial stress in healthy young men,2005,Journal of Neuroscience,25,11,,2977,2982,,241,http://www.scopus.com/inward/record.url?eid=2-s2.0-15244340083&partnerID=40&md5=3da4c0398af0202f11551f12b7ad84af,Article,Scopus,2-s2.0-15244340083
"Yonelinas, A.P., Otten, L.J., Shaw, R.N., Rugg, M.D.",Separating the brain regions involved in recollection and familiarity in recognition memory,2005,Journal of Neuroscience,25,11,,3002,3008,,385,http://www.scopus.com/inward/record.url?eid=2-s2.0-15244338704&partnerID=40&md5=dbc2f21f1b3b09ee1c9ca1c2f816561d,Article,Scopus,2-s2.0-15244338704
"Levi, O., Jongen-Relo, A.L., Feldon, J., Michaelson, D.M.",Brain area- and isoform-specific inhibition of synaptic plasticity by apoE4,2005,Journal of the Neurological Sciences,229-230,,,241,248,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-14844286908&partnerID=40&md5=aa1b58b73e66293ffea0f73a9b4aa29e,Conference Paper,Scopus,2-s2.0-14844286908
